in,0,label,Having_@_symbol,Having_IP,Prefix_suffix_separation,Redirection_//_symbol,Sub_domains,URL_Length,age_domain,dns_record,domain_registration_length,http_tokens,statistical_report,tiny_url,web_traffic
454,http://primelog.amzweb.com.br/image/flags/sss/alibaba/index.php?email=abuse@huawei.com,1,1,0,0,0,1,1,1,1,1,0,1,0,1
455,http://phpmatrimonialscript.in/wp-includes/SimplePie/css/BOA/card.php,1,0,0,0,0,0,2,1,1,1,0,0,0,1
456,https://atualizar-cadastro.com/-bb/,1,0,0,1,0,0,0,1,1,1,0,0,0,1
457,http://mobile-free.kofoed-fr.com/Compte/93843687342927348376/8325682376834768237648/95993/65569/moncompte/,1,0,0,1,0,0,1,1,1,1,0,1,0,1
458,http://dentalimplantformula.com/nichepatients.com/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
459,http://mobile-free.kofoed-fr.com/Compte/93843687342927348376/8325682376834768237648/92029/da9cc/moncompte/,1,0,0,1,0,0,1,1,1,1,0,1,0,1
460,http://fgtsconsultainativos.com/inter/web/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
461,http://saldofgtsgov.com/caixa.gov.br/pages/inter/index.php,1,0,0,0,0,1,2,1,1,1,0,1,0,1
462,http://promocaorecar.ga/zn/info.php,1,0,0,0,0,0,0,1,1,1,0,1,0,1
463,http://mobilier-lemnmasiv.ro/wp-content/plugins/giga-slider/lang/alibaba.com/Login.htm,1,0,0,1,0,2,1,1,1,1,0,0,0,1
464,http://igforweddingpros.com/hhhhhhh/driveup/63f2b3c183ef56ec7a14e79141d6df0c/login.php?cmd=login_submit&amp;id=046d937febc9acba0f32485ca72b6296046d937febc9acba0f32485ca72b6296&amp;session=046d937febc9acba0f32485ca72b6296046d937febc9acba0f32485ca72b6296,1,0,0,0,0,0,1,1,1,1,0,1,0,1
465,http://www.fahwonmai.tv/sites/all/databases/index.php,1,0,0,0,0,2,0,1,1,1,0,0,0,1
466,http://owaispsecuredesk2017.myfreesites.net/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
467,http://forfindquality.com/Core/Foundation/Exception/li.php,1,0,0,0,0,0,2,1,1,1,0,0,0,1
468,http://loadingspeacceasy.atwebpages.com/update-payment.php,1,0,0,0,0,2,2,1,1,1,0,0,0,1
469,http://virgilecatherine.fr/oral/css/login.php,1,0,0,0,0,0,0,1,1,1,0,0,0,1
470,http://www.supporto-informatici.info/cartasi_1.php,1,0,0,1,0,2,0,1,1,1,0,1,0,1
471,http://www.antiquehostel.ro/logs/sxxs/0e92aeba37fa2bcc59a7999f36df2f6d/verification/verification.php,1,0,0,0,0,2,1,1,1,1,0,0,0,1
472,http://www.desertsportswear.com/bankofamerica.com/f2ad24ed2c72565d5df52a7bfa652351/,1,0,0,0,0,2,1,1,1,1,0,0,0,1
473,http://www.pursorder.esy.es/purchase/req.php,1,0,0,0,0,1,0,1,1,1,0,1,0,1
474,http://supporto-informatici.info/cartasi_2.php,1,0,0,1,0,0,0,1,1,1,0,1,0,1
475,http://www.mir-holoda.by/price.files/adobeCom/inc/index.php,1,0,0,1,0,1,2,1,1,1,0,0,0,1
476,http://newsvanguard.in/secure/BOA/home/info.php?cmd=login_submit&amp;id=0027b6d1603cd63f1951b3c12cb304930027b6d1603cd63f1951b3c12cb30493&amp;session=0027b6d1603cd63f1951b3c12cb304930027b6d1603cd63f1951b3c12cb30493,1,0,0,0,0,0,1,1,1,1,0,0,0,1
477,http://newsvanguard.in/secure/BOA/home/confirm.php?cmd=login_submit&amp;id=9aa011f58702b55f647e4582aad0b7e89aa011f58702b55f647e4582aad0b7e8&amp;session=9aa011f58702b55f647e4582aad0b7e89aa011f58702b55f647e4582aad0b7e8,1,0,0,0,0,0,1,1,1,1,0,0,0,1
478,http://newsvanguard.in/secure/BOA/home/info.php?cmd=login_submit&amp;id=cc19131f7fdc6f01031a64d6cda2d81ecc19131f7fdc6f01031a64d6cda2d81e&amp;session=cc19131f7fdc6f01031a64d6cda2d81ecc19131f7fdc6f01031a64d6cda2d81e,1,0,0,0,0,0,1,1,1,1,0,0,0,1
479,https://newsvanguard.in/secure/BOA/home/confirm.php?cmd=login_submit&amp;id=440251f5fa427cba41799effdf130791440251f5fa427cba41799effdf130791&amp;session=440251f5fa427cba41799effdf130791440251f5fa427cba41799effdf130791,1,0,0,0,0,0,1,1,1,1,0,0,0,1
480,http://saferpdf.000webhostapp.com/adobe.html,1,0,0,0,0,2,0,1,1,1,0,0,0,0
481,http://guard.trustlawsuits.com/fresh.php,1,0,0,0,0,2,0,1,1,1,0,1,0,1
482,https://supremehosting.co.nz/client/ioncube/Update/paypal/login.php?websrc=77dab160d987730dc452ffcdb621579a&dispatched=46&id=2969891351,1,0,0,0,0,2,1,1,1,1,0,0,0,1
483,http://backup.din-14675.de/tmp/s.png/?7389n7c938n423203n32mx92u03,1,0,0,1,0,2,2,1,1,1,0,0,0,1
484,http://sandiegovendingmachine.com/wp-admin/cs/domain/Login.php,1,0,0,0,0,0,2,1,1,1,0,0,0,1
485,"http://emailbradesco.esy.es/mail/mobile/app/thmpv.php?17,23,59,18,5,11,11,3,000000,31,Wed,%2003%20May%202017%2023:59:18%20+0000,",1,0,0,0,0,2,1,1,1,1,0,1,0,1
486,http://www.fontedevidaeterna.org.br/confirminfochaseonline.com/chase/5915a83c5ca352d1a60f39bf8aacaff2/email.php?cmd=login_submit&amp;id=32a247a6f1608438db193c05d165f39b32a247a6f1608438db193c05d165f39b&amp;session=32a247a6f1608438db193c05d165f39b32a247a6f1608438db193c05d165f39b,1,0,0,0,0,1,1,1,1,1,0,0,0,1
487,http://sivasosb.org.tr/joomla1.txt?douglas.f.s@globo.com,1,1,0,0,0,1,2,1,1,1,0,0,0,1
488,http://cabinetelendil.be/hil/office/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
489,https://universityrankings.com.au/css/OWA(1).HTML,1,0,0,0,0,2,0,1,1,1,0,0,0,1
490,http://snfp.ro/wp-content/plugins/moc.htm,1,0,0,0,0,0,0,1,1,1,0,0,0,1
491,http://bit.ly/2p6nYKl,1,0,0,0,0,0,0,1,1,1,0,0,1,0
492,https://srixlex.com/server/squar/KE11Y,1,0,0,0,0,0,0,1,1,1,0,1,1,1
493,http://constructions.pancakeapps.com,1,0,0,0,0,0,0,1,1,1,0,0,0,1
494,http://poggisub.it/modules/Dropbox/Dropbox/Dropbox/1f539c7b586499970ef4ac3c9f72f596/,1,0,0,0,0,0,1,1,1,1,0,0,0,1
495,http://bisnis101.com/share/view/adobe/user/login/index.htm,1,0,0,0,0,0,2,1,1,1,0,1,0,1
496,https://elicos.com/cha/Chase0ChaseChasechase-Online/wwwhttpsChase-Chase0ChaseOnline/wwwChaseOnlinebankingcom-account0notifications0CentreUSA/index.php,1,0,0,0,0,0,1,1,1,1,1,0,0,1
497,http://banorte-rs.com/JKKUIGH/HJ6GHKH/HGJ65/FGG5J/NG43/N5DF/NB4F/NH54/HN4/N5GG/H44H/N66G/J55G/,1,0,0,1,0,0,1,1,1,1,0,1,0,1
498,http://bright-wedding.com.ua/wp-content/uploads/2017/05/.a/,1,0,0,1,0,2,2,1,1,1,0,0,0,1
499,http://www.siclogistics.com/hb.htm,1,0,0,0,0,2,0,1,1,1,0,0,0,1
500,http://www.meu-fgtscaixa.com/2017/pages/inter/index.php,1,0,0,1,0,2,2,1,1,1,0,1,0,1
501,https://www.pellicole-adesive.com/logs/public/,1,0,0,1,0,0,0,1,1,1,0,0,0,1
502,http://www.formget.com/app/forms/view/RQcc-246023,1,0,0,0,0,0,0,1,1,1,0,0,1,0
503,http://www.sping-doo.si/http/www/Santander.com.br/br/Cliente_ID=/,1,0,0,1,0,1,2,1,1,1,1,0,0,1
504,http://page.app15.in/themeset1_2015-08-07-11-24-38/app/y/index.htm,1,0,0,0,0,2,2,1,1,1,0,0,0,1
505,http://paypal1.uk-ppl202.com/sd/?REDACTED,1,0,0,1,0,0,0,1,1,1,0,1,0,1
506,https://tinyurl.com/l6as4o2,1,0,0,0,0,0,0,1,1,1,0,0,1,0
507,https://www.maszx.org/template/default/portal/roox/index.php?email=abuse@science.oregonstate.edu,1,1,0,0,0,1,1,1,1,1,0,1,0,1
508,http://segurom3.beget.tech/atendimentoseguro/,1,0,0,0,0,0,0,1,1,1,0,0,0,0
509,http://belgiumimagyarok.be/wp/log.htm,1,0,0,0,0,0,0,1,1,1,0,1,0,1
510,http://faridhosiery.com/aol.net/www.aol.com/index.htm,1,0,0,0,0,1,0,1,1,1,0,0,0,1
511,https://herballineteam.eu/components/com_content/views/article/tmpl/Suntrust1/Suntrust/Suntrust/Suntrust/Suntrust/Suntrust/SunTrust -Online Banking.htm,1,0,0,0,0,0,1,1,1,1,0,1,0,1
512,http://mashtaresort.com/mail.htm?_pageLabel=page_logonform&amp;cmd=LOB,1,0,0,0,0,0,2,1,1,1,0,0,1,1
513,http://pixelnam.net/skonsko/BDBBB4/BDBBB/BDBBB/dpbx/index.php,1,0,0,0,0,0,2,1,1,1,0,1,0,1
514,http://www.unitedkingdomimmigrationservices.org/jj_jp/e3dc325482ee637ca0bda89a9370b486/,1,0,0,0,0,0,1,1,1,1,0,1,0,1
515,http://grannyflat-s.com.au/army/domainz/domainz/review/?email=abuse@hotmail.com,1,1,0,1,0,2,1,1,1,1,0,1,0,1
516,http://ip-160-153-224-253.ip.secureserver.net/,1,0,0,1,0,2,0,1,1,1,0,0,0,0
517,http://inativasfgtsativas.site/tnt/caixa.gov.br/pages/inter/envio1.php,1,0,0,0,0,1,2,1,1,1,0,1,0,1
518,http://piewerks.com/chinex/ogs/draft/mail.htm?_pagelabel=page_logonform&amp;cmd=lob=rbglogon&amp;secured_page=,1,0,0,0,0,0,1,1,1,1,0,0,0,1
519,http://www.facebooknotsz.gq/f4/123456.mob,1,0,0,0,0,2,0,1,1,1,0,1,0,1
520,http://www.facebooknotsz.gq/f4/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
521,http://savagtolldoc.us/done/index.html,1,0,0,0,0,0,0,1,1,1,0,1,0,1
522,http://sivasosb.org.tr/webvc/index.php?option=com_content&amp;view=article&amp;id=79:premio-itau-de-financas-sustentaveis&amp;catid=8&amp;Itemid=191322,1,0,0,0,0,2,1,1,1,1,0,0,0,1
523,http://simer.com.tr/tescoonlineupdate.secures/,1,0,0,0,0,2,0,1,1,1,0,0,0,1
524,http://www.antiquehostel.ro/logs/sxxs/dda6e20944a66809a09f4c577a882cac/verification/verification.php,1,0,0,0,0,2,1,1,1,1,0,0,0,1
525,http://www.carolyneslick.com/chase/Chase_Online.html,1,0,0,0,0,2,0,1,1,1,0,0,0,1
526,http://piewerks.com/chinex/ogs/draft/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
527,http://robashburn.com/gg/ayo1/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
528,http://www.faridhosiery.com/new/yahoo/login_verify2&amp;.src=ym/mail.html,1,0,0,0,0,1,2,1,1,1,0,0,0,1
529,http://www.snaphelp.byethost18.com,1,0,0,0,0,2,0,1,1,1,0,0,0,1
530,http://www.prize.life/libraries/joomla/cp.php,1,0,0,0,0,2,0,1,1,1,0,0,0,1
531,http://camillascake.it//images/bannerss/.default/.express/.manage/.impress/.service/,1,0,0,0,1,1,1,1,1,1,0,0,0,1
532,http://librievini.it/casfhgkjfhgkjdfhuigiyuyuruejfhjhgfjdhkj,1,0,0,0,0,0,2,1,1,1,0,0,0,1
533,http://offerup.com------------------login-confirm-account.aggly.com/Login%20-%20OfferUp.htm,1,0,0,1,0,1,1,1,1,1,0,0,0,1
534,http://onlin-info-alert-sys-01.esy.es/us/Home/62i83dr26j,1,0,0,1,0,0,2,1,1,1,0,1,0,1
535,http://carolyneslick.com/chase/Chase_Online.html,1,0,0,0,0,0,0,1,1,1,0,0,0,1
536,http://email.premiumx.my/edr/GD/PI/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
537,http://seguranca-santa-mobile.000webhostapp.com/app/dados.php,1,0,0,1,0,2,2,1,1,1,0,0,0,0
538,http://sarmawola.pl/signin/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
539,http://bit.ly/2pD2nLt,1,0,0,0,0,0,0,1,1,1,0,0,1,0
540,http://makingdigital.com.br/wp-includes/CentralClientes/index1.php,1,0,0,0,0,2,2,1,1,1,0,0,0,1
541,http://cliente01.novoportalb-b.com.br/?protocoloCliente=177.223.197.22,1,0,0,1,0,1,2,1,1,1,0,1,0,1
542,http://carolyneslick.com/yah/Yah/T/Y1.html,1,0,0,0,0,0,0,1,1,1,0,0,0,1
543,http://faridhosiery.com/new/yahoo/login_verify2&amp;.src=ym/mail.html,1,0,0,0,0,2,2,1,1,1,0,0,0,1
544,"http://www.caixa.gov.br-fgts.gov.br.trabalhador.servicos_online.saldo_fgts.asp.ct56372.tmweb.ru/oferta.cliente,3,3,2,9,Oferta=id.html",1,0,0,1,0,1,1,1,1,1,0,1,0,1
545,http://saldoinativofgts.com/contas/acesso/pages/inter/index.php,1,0,0,0,0,0,2,1,1,1,0,0,0,1
546,http://recover-acct8431.esy.es/index.html,1,0,0,1,0,2,0,1,1,1,0,1,0,1
547,http://recovery-your-acct-chekpoin-402.esy.es/recovery/index.html,1,0,0,1,0,2,2,1,1,1,0,1,0,1
548,https://dhiyaselectric.co.id/o%20-%20Copy.html,1,0,0,0,0,2,0,1,1,1,0,1,0,1
549,http://bit.ly/2oXbqtJ,1,0,0,0,0,0,0,1,1,1,0,0,1,0
550,http://activation-locked-help17.16mb.com/help-fb/fb.mobile/index.php,1,0,0,1,0,1,2,1,1,1,0,1,0,1
551,http://www.hallwaystreetsigns.com/pdfs/home/1baec2b40858a848369b35612c8fb982/,1,0,0,0,0,0,1,1,1,1,0,0,0,1
552,http://cellusconections.info/ule23575/watchts%3Fv%3DVI1awdJBldc/Qbqo-bQpoho/TFHY-J77vmw/index1.php,1,0,0,0,0,0,1,1,1,1,0,1,0,1
553,http://supporto-informatici.info/cartasi.html,1,0,0,1,0,0,0,1,1,1,0,1,0,1
554,http://tinyurl.com/kbtetvp,1,0,0,0,0,0,0,1,1,1,0,0,1,0
555,http://cargo-hangnadim.com/surecers/Discover.com/index.htm,1,0,0,1,0,2,2,1,1,1,0,1,0,1
556,http://www.radaradt.com/portal/libraries/gantry/images/iphone/esp/error.php,1,0,0,0,0,2,2,1,1,1,0,0,1,1
557,http://kenmetcalf.com/old/images/su.htm,1,0,0,0,0,0,0,1,1,1,0,0,0,1
558,http://www.radaradt.com/portal/libraries/gantry/images/iphone/js/home.php,1,0,0,0,0,2,2,1,1,1,0,0,1,1
559,http://thomasmorall.co/amex/Validation/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
560,http://bibliophile.free.fr/tax.php,1,0,0,0,0,2,0,1,1,1,0,0,0,1
561,http://www.promosmilancamp.it/mjc/hwdvideos/thumbs/indo.php,1,0,0,0,0,2,2,1,1,1,0,0,0,1
562,http://pages-5503.hol.es/log1.php,1,0,0,1,0,2,0,1,1,1,0,1,0,1
563,http://pages-5503.hol.es/facebook-security,1,0,0,1,0,0,0,1,1,1,0,1,0,1
564,http://safety-check-73652.esy.es/index.html,1,0,0,1,0,2,0,1,1,1,0,1,0,1
565,http://plumberstomballtx.net/wp-content/bod/E2F-BIN/E2NCNR01.php#no-back-button,1,0,0,0,0,0,1,1,1,1,0,1,0,1
566,http://desbloqueiomobile.com/to/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
567,http://whatsmyhomesvalue.us/DocuSign/Secured/healthgov/,1,0,0,0,0,0,2,1,1,1,0,0,0,1
568,http://wrkinprog.com/wp-admin/network/docs/a065df23d91e4a420483d210fd1689c7,1,0,0,0,0,0,2,1,1,1,0,0,0,1
569,http://cover-acct8678.esy.es/index.html,1,0,0,1,0,2,0,1,1,1,0,1,0,1
570,http://www.bestlight.gr/skin/frontend/default/modern/images/media/index.php,1,0,0,0,0,2,2,1,1,1,0,0,0,1
571,http://liceosanconrado.cl/00202fjf/casts/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
572,http://ashimsolutions.com/logchase_dpt/index.php,1,0,0,0,0,0,0,1,1,1,0,0,0,1
573,http://festainfantilbh.com.br/piscina_de_bolinhas/index.htm,1,0,0,0,0,2,2,1,1,1,0,0,0,1
574,http://ovbppst.pe.hu/00987654565456765342345678uujujujjuj7654576890987654567890/,1,0,0,0,0,0,1,1,1,1,0,1,0,1
575,https://dallas177.arvixeshared.com/~jforgash/Ppl.php,1,0,0,0,0,2,0,1,1,1,0,0,0,1
576,http://pursorder.esy.es/purchase/?email=abuse@phishtank.com,1,1,0,0,0,2,2,1,1,1,0,1,0,1
577,http://meowmeowmugs.com/nccx7ak/index.htm,1,0,0,0,0,0,0,1,1,1,0,1,0,1
578,http://dhlmail.000webhostapp.com/Linkedinn/login.htm,1,0,0,0,0,2,0,1,1,1,0,0,0,0
579,http://dhlmail.000webhostapp.com/Linkedinn/Email_error.htm,1,0,0,0,0,2,2,1,1,1,0,0,0,0
580,http://mirazfood.com/update/New/success.php,1,0,0,0,0,0,0,1,1,1,0,0,0,1
581,http://paypal.gb-ppsweb.com/sd/,1,0,0,1,0,0,0,1,1,1,0,1,0,1
582,http://www.radaradt.com/portal/libraries/gantry/images/iphone/js/zawd.php,1,0,0,0,0,2,2,1,1,1,0,0,1,1
583,http://www.radaradt.com/portal/libraries/gantry/images/iphone/esp/esp.php,1,0,0,0,0,2,2,1,1,1,0,0,1,1
584,http://www.radaradt.com/portal/libraries/gantry/facets/menu/themes/touch/esp/zessd.php,1,0,0,0,0,2,1,1,1,1,0,0,1,1
585,http://www.nanotechnopolis.com/validdocument/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
586,http://www.nanotechnopolis.com/validdocument/9dbe7127e25a7065795f971452e848c0/,1,0,0,0,0,0,1,1,1,1,0,0,0,1
587,http://www.nanotechnopolis.com/viewdocs/216a90999c44c5fba9a4df02e696bd37/,1,0,0,0,0,0,2,1,1,1,0,0,0,1
588,http://www.nanotechnopolis.com/viewdocs/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
589,http://netlflex-001-site1.1tempurl.com/isnm/,1,0,0,1,0,0,0,1,1,1,0,1,0,1
590,http://www.unitedkingdomimmigrationservices.org/jj_jp/ab915942e58c760ebd16ed102c0a54e2/,1,0,0,0,0,0,1,1,1,1,0,1,0,1
591,http://www.unitedkingdomimmigrationservices.org/jj_jp/,1,0,0,0,0,0,2,1,1,1,0,1,0,1
592,http://c3pluscs.com/secured/index.php?user=cert,1,0,0,0,0,0,0,1,1,1,0,0,0,1
593,http://www.skytel.lk/bofa/home/login.php,1,0,0,0,0,2,0,1,1,1,0,0,0,1
594,http://www.radaradt.com/portal/libraries/gantry/html/layouts/html/xewsaq.php,1,0,0,0,0,2,1,1,1,1,0,0,1,1
595,http://lightshadeinc.com/wp-content/dropbox/dropbox/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
596,http://www.eladorno.co/de/index.htm,1,0,0,0,0,2,0,1,1,1,0,0,0,1
597,http://new72matchphotos.890m.com/index.htm,1,0,0,0,0,2,0,1,1,1,0,1,0,1
598,http://p0f.desi/Login_to_Your_Account(9).htm,1,0,0,0,0,0,0,1,1,1,0,1,0,1
599,https://bitly.com/a/warning?hash=2oOkGv9&amp;url=http%3A%2F%2Fphotoserver.96.lt%2F,1,0,0,0,0,2,1,1,1,1,1,1,1,0
600,http://goodnessvanillalive.com/xupx/chinko/index.php?email=abuse@pnb.com.ph,1,1,0,0,0,1,2,1,1,1,0,0,0,1
601,http://gusp.pt/olasa/driveup/df1300056d9b054301c0650015536105/login.php,1,0,0,0,0,0,2,1,1,1,0,0,0,1
602,http://previewphotos.16mb.com/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
603,http://matchphotos021.96.lt/index.htm,1,0,0,0,0,2,0,1,1,1,0,1,0,1
604,http://karikari.com.br/wa_gallery/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
605,http://innoscript.nl/paypal-customer/webapps/c74b1/websrc,1,0,0,0,0,0,2,1,1,1,0,0,0,1
606,http://searchtripdeals.com/!!..HXtR77LffQ..!!/home/,1,0,0,0,0,1,0,1,1,1,0,1,0,1
607,http://platerom.ro/mygenlvl/products/viewer.php,1,0,0,0,0,0,0,1,1,1,0,0,0,1
608,http://piewerks.com/chinex/ogs/draft/mail.htm?cmd=lob=rbglogon&amp;_pagelabel=page_logonform&amp;secured_page,1,0,0,0,0,0,1,1,1,1,0,0,0,1
609,http://festivalbecause.org/boks/rap/olsag/almiu.html?SDDSNSADNSDBSDA=SDAHSADGJHDSAHSADGDS7JHSDANSADSDAMBNSNDASDANMBDSAASD5SDBSADBJKNMASNBMDASNMSAD9MNSADBASDMNBSDABSDAMNSDAMNSDA8SADNMSDABNSDMABBMDANNDMSBDASBNASD,1,0,0,0,0,0,1,1,1,1,0,0,0,1
610,http://superhousepictures.com/dhl/awb/tracking/DHL%20AUTO/dhl.php?.rand=13InboxLight.aspx?n=1774256418&amp;email=abuse@worldwide.fr&amp;fav.1=&amp;fid=1&amp;fid=4&amp;fid.1=&amp;fid.1252899642=&amp;fid.4.1252899642=&amp;rand=13InboxLightaspxn.1774256418&amp;rand.13InboxLight.aspxn.1774256418=,1,1,0,0,0,1,1,1,1,1,0,0,0,1
611,http://liceosanconrado.cl/836gsg5/casts/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
612,https://verifyonline.live/new/hass/e175e0395a5fcceb980485ac37f043f1/login.html,1,0,0,0,0,0,1,1,1,1,0,1,0,1
613,http://oa.ying-zhuo.com/bbsnew/utrasfc/harghi.html,1,0,0,1,0,2,0,1,1,1,0,1,0,1
614,https://goo.gl/dJIYS9?8DEM7RYRRN8ZEGR06BMKFBQTSMGZDHXLC01YTPLRIICWZV0WIT7YYMAUDT97GEQA5LJWDETP5U7W6O2IBBJYTFXR3R1IUE7T3YB9.get,1,0,0,0,0,0,1,1,1,1,0,0,1,0
615,http://eveannlovero.com/modules/footer/mp/autoexcel/excel/index.php?email=onxkoxokfxouu.ml,1,0,0,0,0,2,1,1,1,1,0,0,0,1
616,http://www.100clubchicago.org/asset/office/350/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
617,http://paypal.gb-ppsweb.com/sd/confirm.php?cmd=process,1,0,0,1,0,2,2,1,1,1,0,1,0,1
618,https://www.polyplanltd.com/js/en/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
619,http://hubenbartl.at/www.google.com/,1,0,0,0,0,2,0,1,1,1,0,0,0,1
620,http://www.radaradt.com/portal/libraries/gantry/facets/menu/themes/touch/esp//mxea.php,1,0,0,0,1,2,1,1,1,1,0,0,1,1
621,http://www.ecutrack.com/box1/dropbx.php,1,0,0,0,0,2,0,1,1,1,0,1,0,1
622,http://gsl.xiyoukeji.com/ueditor/feed/zabbbbbbi.html,1,0,0,0,0,2,0,1,1,1,0,0,0,1
623,http://manieyt.tk/?cliente=%25email%25&amp;oid=%25rand6%25,1,0,0,0,0,0,2,1,1,1,0,0,0,1
624,http://amazon-check-81.de-support.ru/vetos/anmelden.php?assoc_handle=Gji6IY9QzwCnDqBdAlUSE7ZgbxtaLH&amp;openid_claim=KTDZ4L3fSao5kCNeMRpW&amp;identifier_select=ayiAIKX8OxQfRe3VEwov&amp;pape_max=jxo6VWOXYNc4PAIvHuLzUDmyZlw9eM,1,0,0,1,0,2,1,1,1,1,0,1,0,1
625,http://manage.apple.com.webobjectsd5dbc98dcc983a7028bd82d1a47541.divinityhousingprojects.com/7ae1c6c2293e74bc814747a63bde302f/login.html?cgi-bin/WepObjecls/myid.wa/726/wa/WJLJbjIY488eKrOASmkAew/2.0=,1,0,0,0,0,1,1,1,1,1,0,1,0,1
626,http://omahcorp.co.id/dx/b0028c287609714d60df89942ca88094/,1,0,0,0,0,0,2,1,1,1,0,1,0,1
627,http://deltaseguridadbolivia.com/img/public/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
628,http://igforweddingpros.com/hhhhhhh/driveup/66dc158d3547ff71bd59d802589a4704/login.php?cmd=login_submit&amp;id=e7b9e463900f074efb5f7ed29509dba9e7b9e463900f074efb5f7ed29509dba9&amp;session=e7b9e463900f074efb5f7ed29509dba9e7b9e463900f074efb5f7ed29509dba9,1,0,0,0,0,0,1,1,1,1,0,1,0,1
629,http://omahcorp.co.id/dx/012962f7ce4c0854415e6bd264535560/,1,0,0,0,0,0,2,1,1,1,0,1,0,1
630,http://i-house.se/wp-trackback/en/?83199a1c6dc81bf0be202d27a83fa6ea=&amp;_Email=&amp;cmd=_home&amp;dispatch=1f8f0b48dbdb92536e9f355fe5c05c1210088af655be910b6ee49393c9da77a2,1,0,0,1,0,0,1,1,1,1,0,0,0,1
631,http://cic.com.jo/libraries/openid/Auth/OpenID/system/login.php?id=/Secure/promocao.do?=9J8GI90IN/IJSY563/TLR1TV8VVXO0VXT4FDDPW3QGMKFSRITL5MM/IUVESKPPJKT1Y9QVBIC/4TTVDNHIA6IU2FAV21LMLGNKPFH3YV33PW/4LINXO8SQO5NQ60ESQ3EHJWLISOMJMMO07C9VL3NA8B3DMH8ELMX7JJ,1,0,0,0,0,1,1,1,1,1,0,0,0,1
632,http://ad-blockeds.com/--/www.impots.gouv.fr/file/dd14aa66803d699fee4b16424002d39d/,1,0,0,1,0,1,1,1,1,1,0,1,0,1
633,http://ad-blockeds.com/--/www.impots.gouv.fr/file/cf036cb9af9ed6833821231c37a85a51/,1,0,0,1,0,1,1,1,1,1,0,1,0,1
634,http://town-el.com/images/metalware/xkzero/docusign.com/ldcs/index.php,1,0,0,1,0,2,2,1,1,1,0,1,0,1
635,http://www.scoreyourexback.com/aol.net/www.aol.com/,1,0,0,0,0,1,0,1,1,1,0,1,0,1
636,http://nanotechnopolis.com/validdocument/f4d2dfb73a486890c95a3b59d9090b5f/,1,0,0,0,0,0,2,1,1,1,0,0,0,1
637,http://saughallmassie.org/we/seniorpeoplemeet/v3/login.html,1,0,0,0,0,0,2,1,1,1,0,0,0,1
638,http://www.paypal-resolveds.com.informations-payments.nut.cc/webapps/11fe9/websrc,1,0,0,1,0,1,1,1,1,1,0,0,0,1
639,http://uesi.aesbiz.com/wp-content/themes/twentyfifteen/inc/monn.htm,1,0,0,0,0,2,2,1,1,1,0,0,0,1
640,http://www.lhndemo.com/wp-css/update.html,1,0,0,0,0,2,0,1,1,1,0,1,0,1
641,http://www.abcroadandlockassistance.com/IWA/GD/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
642,http://www.sanitaire-express.fr/skin/frontend/AdobeVerify/index.html,1,0,0,1,0,2,2,1,1,1,0,0,0,1
643,http://www.eventhire4u.com/parosky/c20fc985e383229ad100f434ac404397/,1,0,0,0,0,0,2,1,1,1,0,1,0,1
644,http://crimsonadvisorygroup.com/wp-admin/online-banking/Cappi/last.php,1,0,0,0,0,0,2,1,1,1,0,1,0,1
645,http://crimsonadvisorygroup.com/wp-admin/online-banking/Cappi/One360.php,1,0,0,0,0,0,2,1,1,1,0,1,0,1
646,http://hoiniki.by/wp-content/ngg/modules/1/sa/admin.html?cmd=login_submit&id=2bc80f183ebb9b18b4d8aee3dd0f285b2bc80f183ebb9b18b4d8aee3dd0f285b&session=2bc80f183ebb9b18b4d8aee3dd0f285b2bc80f183ebb9b18b4d8aee3dd0f285b,1,0,0,0,0,0,1,1,1,1,0,0,0,1
647,http://hoiniki.by/wp-content/ngg/modules/1/sa/index.php,1,0,0,0,0,0,2,1,1,1,0,0,0,1
648,http://www.nnordson.com/%7b%7d/781687308acaa5e461dab88736b39e34/,1,0,0,0,0,0,2,1,1,1,0,1,0,1
649,http://brimkers.com/ausinvcontracts/ms/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
